date,home_team,away_team,team,scorer,minute,own_goal,penalty
2023-09-07,Denmark,San Marino,Denmark,Joakim Mæhle,28,FALSE,FALSE
2023-09-07,Denmark,San Marino,Denmark,Jonas Wind,40,FALSE,FALSE
2023-09-07,Denmark,San Marino,Denmark,Christian Eriksen,90,FALSE,FALSE
2023-09-07,France,Republic of Ireland,France,Aurélien Tchouaméni,19,FALSE,FALSE
2023-09-07,France,Republic of Ireland,France,Marcus Thuram,48,FALSE,FALSE
2023-09-07,Kazakhstan,Finland,Finland,Oliver Antman,78,FALSE,FALSE
2023-09-07,Lithuania,Montenegro,Lithuania,Gytis Paulauskas,71,FALSE,FALSE
2023-09-07,Lithuania,Montenegro,Montenegro,Nikola Krstović,78,FALSE,FALSE
2023-09-07,Lithuania,Montenegro,Montenegro,Stefan Savić,89,FALSE,FALSE
2023-09-07,Lithuania,Montenegro,Lithuania,Fedor Černych,90,FALSE,FALSE
2023-09-07,Netherlands,Greece,Netherlands,Marten de Roon,17,FALSE,FALSE
2023-09-07,Netherlands,Greece,Netherlands,Cody Gakpo,31,FALSE,FALSE
2023-09-07,Netherlands,Greece,Netherlands,Wout Weghorst,39,FALSE,FALSE
2023-09-07,Poland,Faroe Islands,Poland,Robert Lewandowski,73,FALSE,TRUE
2023-09-07,Poland,Faroe Islands,Poland,Robert Lewandowski,83,FALSE,FALSE
2023-09-07,Serbia,Hungary,Serbia,Attila Szalai,10,TRUE,FALSE
2023-09-07,Serbia,Hungary,Hungary,Barnabás Varga,34,FALSE,FALSE
2023-09-07,Serbia,Hungary,Hungary,Willi Orbán,36,FALSE,FALSE
2023-09-07,Slovenia,Northern Ireland,Slovenia,Andraž Šporar,3,FALSE,FALSE
2023-09-07,Slovenia,Northern Ireland,Northern Ireland,Isaac Price,7,FALSE,FALSE
2023-09-07,Slovenia,Northern Ireland,Slovenia,Jonny Evans,17,TRUE,FALSE
2023-09-07,Slovenia,Northern Ireland,Slovenia,Benjamin Šeško,42,FALSE,FALSE
2023-09-07,Slovenia,Northern Ireland,Northern Ireland,Jonny Evans,53,FALSE,FALSE
2023-09-07,Slovenia,Northern Ireland,Slovenia,Andraž Šporar,56,FALSE,FALSE
2023-09-08,Bosnia and Herzegovina,Liechtenstein,Bosnia and Herzegovina,Edin Džeko,3,FALSE,FALSE
2023-09-08,Bosnia and Herzegovina,Liechtenstein,Bosnia and Herzegovina,Simon Lüchinger,18,TRUE,FALSE
2023-09-08,Bosnia and Herzegovina,Liechtenstein,Liechtenstein,Sandro Wolfinger,21,FALSE,FALSE
2023-09-08,Croatia,Latvia,Croatia,Bruno Petković,3,FALSE,FALSE
2023-09-08,Croatia,Latvia,Croatia,Luka Ivanušec,13,FALSE,FALSE
2023-09-08,Croatia,Latvia,Croatia,Bruno Petković,44,FALSE,FALSE
2023-09-08,Croatia,Latvia,Croatia,Andrej Kramarić,68,FALSE,FALSE
2023-09-08,Croatia,Latvia,Croatia,Mario Pašalić,78,FALSE,FALSE
2023-09-08,Cyprus,Scotland,Scotland,Scott McTominay,6,FALSE,FALSE
2023-09-08,Cyprus,Scotland,Scotland,Ryan Porteous,16,FALSE,FALSE
2023-09-08,Cyprus,Scotland,Scotland,John McGinn,30,FALSE,FALSE
2023-09-08,Georgia,Spain,Spain,Álvaro Morata,22,FALSE,FALSE
2023-09-08,Georgia,Spain,Spain,Solomon Kvirkvelia,27,TRUE,FALSE
2023-09-08,Georgia,Spain,Spain,Dani Olmo,38,FALSE,FALSE
2023-09-08,Georgia,Spain,Spain,Álvaro Morata,40,FALSE,FALSE
2023-09-08,Georgia,Spain,Georgia,Giorgi Chakvetadze,49,FALSE,FALSE
2023-09-08,Georgia,Spain,Spain,Álvaro Morata,66,FALSE,FALSE
2023-09-08,Georgia,Spain,Spain,Nico Williams,68,FALSE,FALSE
2023-09-08,Georgia,Spain,Spain,Lamine Yamal,74,FALSE,FALSE
2023-09-08,Luxembourg,Iceland,Luxembourg,Maxime Chanot,9,FALSE,TRUE
2023-09-08,Luxembourg,Iceland,Luxembourg,Yvandro Borges Sanches,70,FALSE,FALSE
2023-09-08,Luxembourg,Iceland,Iceland,Hákon Arnar Haraldsson,88,FALSE,FALSE
2023-09-08,Luxembourg,Iceland,Luxembourg,Danel Sinani,89,FALSE,FALSE
2023-09-08,Slovakia,Portugal,Portugal,Bruno Fernandes,43,FALSE,FALSE
2023-09-08,Turkey,Armenia,Armenia,Artak Dashyan,49,FALSE,FALSE
2023-09-08,Turkey,Armenia,Turkey,Bertuğ Yıldırım,88,FALSE,FALSE
2023-09-09,Azerbaijan,Belgium,Belgium,Yannick Carrasco,38,FALSE,FALSE
2023-09-09,Estonia,Sweden,Sweden,Viktor Gyökeres,18,FALSE,FALSE
2023-09-09,Estonia,Sweden,Sweden,Dejan Kulusevski,24,FALSE,FALSE
2023-09-09,Estonia,Sweden,Sweden,Alexander Isak,39,FALSE,FALSE
2023-09-09,Estonia,Sweden,Sweden,Robin Quaison,75,FALSE,FALSE
2023-09-09,Estonia,Sweden,Sweden,Viktor Claesson,90,FALSE,FALSE
2023-09-09,Kosovo,Switzerland,Switzerland,Remo Freuler,14,FALSE,FALSE
2023-09-09,Kosovo,Switzerland,Kosovo,Vedat Muriqi,65,FALSE,FALSE
2023-09-09,Kosovo,Switzerland,Switzerland,Amir Rrahmani,79,TRUE,FALSE
2023-09-09,Kosovo,Switzerland,Kosovo,Vedat Muriqi,90,FALSE,FALSE
2023-09-09,North Macedonia,Italy,Italy,Ciro Immobile,47,FALSE,FALSE
2023-09-09,North Macedonia,Italy,North Macedonia,Enis Bardhi,81,FALSE,FALSE
2023-09-09,Romania,Israel,Romania,Denis Alibec,27,FALSE,FALSE
2023-09-09,Romania,Israel,Israel,Oscar Gloukh,53,FALSE,FALSE
2023-09-09,Ukraine,England,Ukraine,Oleksandr Zinchenko,26,FALSE,FALSE
2023-09-09,Ukraine,England,England,Kyle Walker,41,FALSE,FALSE
2023-09-10,Albania,Poland,Albania,Jasir Asani,37,FALSE,FALSE
2023-09-10,Albania,Poland,Albania,Mirlind Daku,62,FALSE,FALSE
2023-09-10,Faroe Islands,Moldova,Moldova,Vadim Rață,53,FALSE,FALSE
2023-09-10,Finland,Denmark,Denmark,Pierre-Emile Højbjerg,86,FALSE,FALSE
2023-09-10,Greece,Gibraltar,Greece,Dimitrios Pelkas,9,FALSE,FALSE
2023-09-10,Greece,Gibraltar,Greece,Konstantinos Mavropanos,23,FALSE,FALSE
2023-09-10,Greece,Gibraltar,Greece,Giorgos Masouras,70,FALSE,FALSE
2023-09-10,Greece,Gibraltar,Greece,Konstantinos Mavropanos,83,FALSE,FALSE
2023-09-10,Greece,Gibraltar,Greece,Giorgos Masouras,90,FALSE,FALSE
2023-09-10,Kazakhstan,Northern Ireland,Kazakhstan,Maksim Samorodov,27,FALSE,FALSE
2023-09-10,Lithuania,Serbia,Serbia,Aleksandar Mitrović,21,FALSE,FALSE
2023-09-10,Lithuania,Serbia,Serbia,Aleksandar Mitrović,32,FALSE,FALSE
2023-09-10,Lithuania,Serbia,Serbia,Aleksandar Mitrović,43,FALSE,FALSE
2023-09-10,Lithuania,Serbia,Lithuania,Gytis Paulauskas,45,FALSE,FALSE
2023-09-10,Montenegro,Bulgaria,Montenegro,Stefan Savić,45,FALSE,FALSE
2023-09-10,Montenegro,Bulgaria,Bulgaria,Preslav Borukov,79,FALSE,FALSE
2023-09-10,Montenegro,Bulgaria,Montenegro,Stevan Jovetić,90,FALSE,FALSE
2023-09-10,Republic of Ireland,Netherlands,Republic of Ireland,Adam Idah,5,FALSE,TRUE
2023-09-10,Republic of Ireland,Netherlands,Netherlands,Cody Gakpo,19,FALSE,TRUE
2023-09-10,Republic of Ireland,Netherlands,Netherlands,Wout Weghorst,56,FALSE,FALSE
2023-09-10,San Marino,Slovenia,Slovenia,Žan Vipotnik,4,FALSE,FALSE
2023-09-10,San Marino,Slovenia,Slovenia,Jan Mlakar,16,FALSE,FALSE
2023-09-10,San Marino,Slovenia,Slovenia,Sandi Lovrić,61,FALSE,FALSE
2023-09-10,San Marino,Slovenia,Slovenia,Žan Karničnik,67,FALSE,FALSE
2023-09-11,Armenia,Croatia,Croatia,Andrej Kramarić,13,FALSE,FALSE
2023-09-11,Iceland,Bosnia and Herzegovina,Iceland,Alfreð Finnbogason,90,FALSE,FALSE
2023-09-11,Latvia,Wales,Wales,Aaron Ramsey,29,FALSE,TRUE
2023-09-11,Latvia,Wales,Wales,David Brooks,90,FALSE,FALSE
2023-09-11,Portugal,Luxembourg,Portugal,Gonçalo Inácio,12,FALSE,FALSE
2023-09-11,Portugal,Luxembourg,Portugal,Gonçalo Ramos,18,FALSE,FALSE
2023-09-11,Portugal,Luxembourg,Portugal,Gonçalo Ramos,34,FALSE,FALSE
2023-09-11,Portugal,Luxembourg,Portugal,Gonçalo Inácio,45,FALSE,FALSE
2023-09-11,Portugal,Luxembourg,Portugal,Diogo Jota,58,FALSE,FALSE
2023-09-11,Portugal,Luxembourg,Portugal,Ricardo Horta,67,FALSE,FALSE
2023-09-11,Portugal,Luxembourg,Portugal,Diogo Jota,78,FALSE,FALSE
2023-09-11,Portugal,Luxembourg,Portugal,Bruno Fernandes,83,FALSE,FALSE
2023-09-11,Portugal,Luxembourg,Portugal,João Félix,88,FALSE,FALSE
2023-09-11,Slovakia,Liechtenstein,Slovakia,Dávid Hancko,1,FALSE,FALSE
2023-09-11,Slovakia,Liechtenstein,Slovakia,Ondrej Duda,3,FALSE,FALSE
2023-09-11,Slovakia,Liechtenstein,Slovakia,Róbert Mak,6,FALSE,FALSE
2023-09-12,Belgium,Estonia,Belgium,Jan Vertonghen,4,FALSE,FALSE
2023-09-12,Belgium,Estonia,Belgium,Leandro Trossard,18,FALSE,FALSE
2023-09-12,Belgium,Estonia,Belgium,Romelu Lukaku,56,FALSE,FALSE
2023-09-12,Belgium,Estonia,Belgium,Romelu Lukaku,58,FALSE,FALSE
2023-09-12,Belgium,Estonia,Belgium,Charles De Ketelaere,88,FALSE,FALSE
2023-09-12,Israel,Belarus,Israel,Gabi Kanichowsky,90,FALSE,FALSE
2023-09-12,Italy,Ukraine,Italy,Davide Frattesi,12,FALSE,FALSE
2023-09-12,Italy,Ukraine,Italy,Davide Frattesi,29,FALSE,FALSE
2023-09-12,Italy,Ukraine,Ukraine,Andriy Yarmolenko,41,FALSE,FALSE
2023-09-12,Malta,North Macedonia,North Macedonia,Elif Elmas,5,FALSE,FALSE
2023-09-12,Malta,North Macedonia,North Macedonia,Jovan Manev,41,FALSE,FALSE
2023-09-12,Norway,Georgia,Norway,Erling Haaland,25,FALSE,FALSE
2023-09-12,Norway,Georgia,Norway,Martin Ødegaard,33,FALSE,FALSE
2023-09-12,Norway,Georgia,Georgia,Budu Zivzivadze,90,FALSE,FALSE
2023-09-12,Romania,Kosovo,Romania,Nicolae Stanciu,83,FALSE,FALSE
2023-09-12,Romania,Kosovo,Romania,Valentin Mihăilă,90,FALSE,FALSE
2023-09-12,Spain,Cyprus,Spain,Gavi,18,FALSE,FALSE
2023-09-12,Spain,Cyprus,Spain,Mikel Merino,33,FALSE,FALSE
2023-09-12,Spain,Cyprus,Spain,Joselu,70,FALSE,FALSE
2023-09-12,Spain,Cyprus,Spain,Ferran Torres,73,FALSE,FALSE
2023-09-12,Spain,Cyprus,Spain,Álex Baena,77,FALSE,FALSE
2023-09-12,Spain,Cyprus,Spain,Ferran Torres,83,FALSE,FALSE
2023-09-12,Sweden,Austria,Austria,Michael Gregoritsch,53,FALSE,FALSE
2023-09-12,Sweden,Austria,Austria,Marko Arnautović,56,FALSE,FALSE
2023-09-12,Sweden,Austria,Austria,Marko Arnautović,69,FALSE,TRUE
2023-09-12,Sweden,Austria,Sweden,Emil Holm,90,FALSE,FALSE
2023-09-12,Switzerland,Andorra,Switzerland,Cedric Itten,49,FALSE,FALSE
2023-09-12,Switzerland,Andorra,Switzerland,Granit Xhaka,84,FALSE,FALSE
2023-09-12,Switzerland,Andorra,Switzerland,Xherdan Shaqiri,90,FALSE,TRUE
2023-10-12,Albania,Czech Republic,Albania,Jasir Asani,9,FALSE,FALSE
2023-10-12,Albania,Czech Republic,Albania,Taulant Seferi,51,FALSE,FALSE
2023-10-12,Albania,Czech Republic,Albania,Taulant Seferi,73,FALSE,FALSE
2023-10-12,Andorra,Kosovo,Kosovo,Milot Rashica,26,FALSE,FALSE
2023-10-12,Andorra,Kosovo,Kosovo,Milot Rashica,71,FALSE,FALSE
2023-10-12,Andorra,Kosovo,Kosovo,Altin Zeqiri,83,FALSE,FALSE
2023-10-12,Croatia,Turkey,Turkey,Barış Alper Yılmaz,30,FALSE,FALSE
2023-10-12,Cyprus,Norway,Norway,Alexander Sørloth,33,FALSE,FALSE
2023-10-12,Cyprus,Norway,Norway,Erling Haaland,65,FALSE,FALSE
2023-10-12,Cyprus,Norway,Norway,Erling Haaland,72,FALSE,FALSE
2023-10-12,Cyprus,Norway,Norway,Fredrik Aursnes,81,FALSE,FALSE
2023-10-12,Faroe Islands,Poland,Poland,Sebastian Szymański,4,FALSE,FALSE
2023-10-12,Faroe Islands,Poland,Poland,Adam Buksa,65,FALSE,FALSE
2023-10-12,Latvia,Armenia,Latvia,Jānis Ikaunieks,39,FALSE,FALSE
2023-10-12,Latvia,Armenia,Latvia,Daniels Balodis,68,FALSE,FALSE
2023-10-12,Spain,Scotland,Spain,Álvaro Morata,73,FALSE,FALSE
2023-10-12,Spain,Scotland,Spain,Oihan Sancet,86,FALSE,FALSE
2023-10-13,Austria,Belgium,Belgium,Dodi Lukebakio,12,FALSE,FALSE
2023-10-13,Austria,Belgium,Belgium,Dodi Lukebakio,55,FALSE,FALSE
2023-10-13,Austria,Belgium,Belgium,Romelu Lukaku,58,FALSE,FALSE
2023-10-13,Austria,Belgium,Austria,Konrad Laimer,72,FALSE,FALSE
2023-10-13,Austria,Belgium,Austria,Marcel Sabitzer,84,FALSE,TRUE
2023-10-13,Estonia,Azerbaijan,Azerbaijan,Toral Bayramov,9,FALSE,FALSE
2023-10-13,Estonia,Azerbaijan,Azerbaijan,Ramil Sheydayev,45,FALSE,TRUE
2023-10-13,Iceland,Luxembourg,Iceland,Orri Óskarsson,23,FALSE,FALSE
2023-10-13,Iceland,Luxembourg,Luxembourg,Gerson Rodrigues,46,FALSE,FALSE
2023-10-13,Liechtenstein,Bosnia and Herzegovina,Bosnia and Herzegovina,Amar Rahmanović,13,FALSE,FALSE
2023-10-13,Liechtenstein,Bosnia and Herzegovina,Bosnia and Herzegovina,Miroslav Stevanović,41,FALSE,FALSE
2023-10-13,Netherlands,France,France,Kylian Mbappé,7,FALSE,FALSE
2023-10-13,Netherlands,France,France,Kylian Mbappé,53,FALSE,FALSE
2023-10-13,Netherlands,France,Netherlands,Quilindschy Hartman,83,FALSE,FALSE
2023-10-13,Portugal,Slovakia,Portugal,Gonçalo Ramos,18,FALSE,FALSE
2023-10-13,Portugal,Slovakia,Portugal,Cristiano Ronaldo,29,FALSE,TRUE
2023-10-13,Portugal,Slovakia,Slovakia,Dávid Hancko,69,FALSE,FALSE
2023-10-13,Portugal,Slovakia,Portugal,Cristiano Ronaldo,72,FALSE,FALSE
2023-10-13,Portugal,Slovakia,Slovakia,Stanislav Lobotka,80,FALSE,FALSE
2023-10-13,Republic of Ireland,Greece,Greece,Giorgos Giakoumakis,20,FALSE,FALSE
2023-10-13,Republic of Ireland,Greece,Greece,Giorgos Masouras,45,FALSE,FALSE
2023-10-14,Bulgaria,Lithuania,Lithuania,Pijus Širvys,45,FALSE,FALSE
2023-10-14,Bulgaria,Lithuania,Lithuania,Pijus Širvys,55,FALSE,FALSE
2023-10-14,Denmark,Kazakhstan,Denmark,Jonas Wind,36,FALSE,FALSE
2023-10-14,Denmark,Kazakhstan,Denmark,Robert Skov,45,FALSE,FALSE
2023-10-14,Denmark,Kazakhstan,Denmark,Robert Skov,48,FALSE,FALSE
2023-10-14,Denmark,Kazakhstan,Kazakhstan,Yan Vorogovsky,58,FALSE,FALSE
2023-10-14,Hungary,Serbia,Hungary,Barnabás Varga,20,FALSE,FALSE
2023-10-14,Hungary,Serbia,Serbia,Strahinja Pavlović,33,FALSE,FALSE
2023-10-14,Hungary,Serbia,Hungary,Roland Sallai,34,FALSE,FALSE
2023-10-14,Italy,Malta,Italy,Giacomo Bonaventura,23,FALSE,FALSE
2023-10-14,Italy,Malta,Italy,Domenico Berardi,45,FALSE,FALSE
2023-10-14,Italy,Malta,Italy,Domenico Berardi,64,FALSE,FALSE
2023-10-14,Italy,Malta,Italy,Davide Frattesi,90,FALSE,FALSE
2023-10-14,Northern Ireland,San Marino,Northern Ireland,Paul Smyth,5,FALSE,FALSE
2023-10-14,Northern Ireland,San Marino,Northern Ireland,Josh Magennis,11,FALSE,FALSE
2023-10-14,Northern Ireland,San Marino,Northern Ireland,Conor McMenamin,81,FALSE,FALSE
2023-10-14,Slovenia,Finland,Slovenia,Benjamin Šeško,16,FALSE,TRUE
2023-10-14,Slovenia,Finland,Slovenia,Benjamin Šeško,28,FALSE,FALSE
2023-10-14,Slovenia,Finland,Slovenia,Erik Janža,90,FALSE,FALSE
2023-10-14,Ukraine,North Macedonia,Ukraine,Heorhiy Sudakov,30,FALSE,FALSE
2023-10-14,Ukraine,North Macedonia,Ukraine,Oleksandr Karavayev,90,FALSE,FALSE
2023-10-15,Czech Republic,Faroe Islands,Czech Republic,Tomáš Souček,76,FALSE,TRUE
2023-10-15,Georgia,Cyprus,Georgia,Otar Kiteishvili,46,FALSE,FALSE
2023-10-15,Georgia,Cyprus,Georgia,Khvicha Kvaratskhelia,58,FALSE,FALSE
2023-10-15,Georgia,Cyprus,Georgia,Levan Shengelia,82,FALSE,FALSE
2023-10-15,Georgia,Cyprus,Georgia,Georges Mikautadze,90,FALSE,TRUE
2023-10-15,Norway,Spain,Spain,Gavi,49,FALSE,FALSE
2023-10-15,Poland,Moldova,Moldova,Ion Nicolaescu,26,FALSE,FALSE
2023-10-15,Poland,Moldova,Poland,Karol Świderski,53,FALSE,FALSE
2023-10-15,Romania,Andorra,Romania,Nicolae Stanciu,23,FALSE,FALSE
2023-10-15,Romania,Andorra,Romania,Ianis Hagi,28,FALSE,FALSE
2023-10-15,Romania,Andorra,Romania,Răzvan Marin,44,FALSE,TRUE
2023-10-15,Romania,Andorra,Romania,Florinel Coman,50,FALSE,FALSE
2023-10-15,Switzerland,Belarus,Switzerland,Xherdan Shaqiri,28,FALSE,FALSE
2023-10-15,Switzerland,Belarus,Belarus,Max Ebong,61,FALSE,FALSE
2023-10-15,Switzerland,Belarus,Belarus,Denis Polyakov,69,FALSE,FALSE
2023-10-15,Switzerland,Belarus,Belarus,Dmitry Antilevsky,84,FALSE,FALSE
2023-10-15,Switzerland,Belarus,Switzerland,Manuel Akanji,89,FALSE,FALSE
2023-10-15,Switzerland,Belarus,Switzerland,Zeki Amdouni,90,FALSE,FALSE
2023-10-15,Turkey,Latvia,Turkey,Yunus Akgün,58,FALSE,FALSE
2023-10-15,Turkey,Latvia,Turkey,Cenk Tosun,84,FALSE,FALSE
2023-10-15,Turkey,Latvia,Turkey,Kerem Aktürkoğlu,88,FALSE,FALSE
2023-10-15,Turkey,Latvia,Turkey,Cenk Tosun,90,FALSE,FALSE
2023-10-15,Wales,Croatia,Wales,Harry Wilson,47,FALSE,FALSE
2023-10-15,Wales,Croatia,Wales,Harry Wilson,60,FALSE,FALSE
2023-10-15,Wales,Croatia,Croatia,Mario Pašalić,75,FALSE,FALSE
2023-10-16,Azerbaijan,Austria,Austria,Marcel Sabitzer,48,FALSE,TRUE
2023-10-16,Belgium,Sweden,Sweden,Viktor Gyökeres,15,FALSE,FALSE
2023-10-16,Belgium,Sweden,Belgium,Romelu Lukaku,31,FALSE,TRUE
2023-10-16,Bosnia and Herzegovina,Portugal,Portugal,Cristiano Ronaldo,5,FALSE,TRUE
2023-10-16,Bosnia and Herzegovina,Portugal,Portugal,Cristiano Ronaldo,20,FALSE,FALSE
2023-10-16,Bosnia and Herzegovina,Portugal,Portugal,Bruno Fernandes,25,FALSE,FALSE
2023-10-16,Bosnia and Herzegovina,Portugal,Portugal,João Cancelo,32,FALSE,FALSE
2023-10-16,Bosnia and Herzegovina,Portugal,Portugal,João Félix,41,FALSE,FALSE
2023-10-16,Gibraltar,Republic of Ireland,Republic of Ireland,Evan Ferguson,8,FALSE,FALSE
2023-10-16,Gibraltar,Republic of Ireland,Republic of Ireland,Mikey Johnston,28,FALSE,FALSE
2023-10-16,Gibraltar,Republic of Ireland,Republic of Ireland,Matt Doherty,60,FALSE,FALSE
2023-10-16,Gibraltar,Republic of Ireland,Republic of Ireland,Callum Robinson,80,FALSE,FALSE
2023-10-16,Greece,Netherlands,Netherlands,Virgil van Dijk,90,FALSE,TRUE
2023-10-16,Iceland,Liechtenstein,Iceland,Gylfi Sigurðsson,22,FALSE,TRUE
2023-10-16,Iceland,Liechtenstein,Iceland,Alfreð Finnbogason,44,FALSE,FALSE
2023-10-16,Iceland,Liechtenstein,Iceland,Gylfi Sigurðsson,49,FALSE,FALSE
2023-10-16,Iceland,Liechtenstein,Iceland,Hákon Arnar Haraldsson,63,FALSE,FALSE
2023-10-16,Luxembourg,Slovakia,Slovakia,Dávid Ďuriš,77,FALSE,FALSE
2023-10-17,England,Italy,Italy,Gianluca Scamacca,15,FALSE,FALSE
2023-10-17,England,Italy,England,Harry Kane,32,FALSE,TRUE
2023-10-17,England,Italy,England,Marcus Rashford,57,FALSE,FALSE
2023-10-17,England,Italy,England,Harry Kane,77,FALSE,FALSE
2023-10-17,Finland,Kazakhstan,Finland,Robert Taylor,28,FALSE,FALSE
2023-10-17,Finland,Kazakhstan,Kazakhstan,Bakhtiyar Zaynutdinov,77,FALSE,TRUE
2023-10-17,Finland,Kazakhstan,Kazakhstan,Bakhtiyar Zaynutdinov,89,FALSE,FALSE
2023-10-17,Lithuania,Hungary,Lithuania,Fedor Černych,20,FALSE,FALSE
2023-10-17,Lithuania,Hungary,Lithuania,Pijus Širvys,36,FALSE,FALSE
2023-10-17,Lithuania,Hungary,Hungary,Dominik Szoboszlai,67,FALSE,TRUE
2023-10-17,Lithuania,Hungary,Hungary,Barnabás Varga,82,FALSE,FALSE
2023-10-17,Malta,Ukraine,Malta,Paul Mbong,12,FALSE,FALSE
2023-10-17,Malta,Ukraine,Ukraine,Ryan Camenzuli,38,TRUE,FALSE
2023-10-17,Malta,Ukraine,Ukraine,Artem Dovbyk,43,FALSE,TRUE
2023-10-17,Malta,Ukraine,Ukraine,Mykhailo Mudryk,85,FALSE,FALSE
2023-10-17,Northern Ireland,Slovenia,Slovenia,Adam Gnezda Čerin,5,FALSE,FALSE
2023-10-17,San Marino,Denmark,Denmark,Rasmus Højlund,42,FALSE,FALSE
2023-10-17,San Marino,Denmark,San Marino,Alessandro Golinucci,61,FALSE,FALSE
2023-10-17,San Marino,Denmark,Denmark,Yussuf Poulsen,70,FALSE,FALSE
2023-10-17,Serbia,Montenegro,Serbia,Aleksandar Mitrović,9,FALSE,FALSE
2023-10-17,Serbia,Montenegro,Montenegro,Stevan Jovetić,36,FALSE,FALSE
2023-10-17,Serbia,Montenegro,Serbia,Aleksandar Mitrović,74,FALSE,FALSE
2023-10-17,Serbia,Montenegro,Serbia,Dušan Tadić,77,FALSE,FALSE
2023-11-12,Kosovo,Israel,Kosovo,Milot Rashica,41,FALSE,FALSE
2023-11-15,Israel,Switzerland,Switzerland,Ruben Vargas,36,FALSE,FALSE
2023-11-15,Israel,Switzerland,Israel,Shon Weissman,88,FALSE,FALSE
2023-11-16,Azerbaijan,Sweden,Azerbaijan,Emin Mahmudov,3,FALSE,FALSE
2023-11-16,Azerbaijan,Sweden,Azerbaijan,Renat Dadashov,6,FALSE,FALSE
2023-11-16,Azerbaijan,Sweden,Azerbaijan,Emin Mahmudov,89,FALSE,FALSE
2023-11-16,Bulgaria,Hungary,Hungary,Martin Ádám,10,FALSE,FALSE
2023-11-16,Bulgaria,Hungary,Bulgaria,Spas Delev,24,FALSE,FALSE
2023-11-16,Bulgaria,Hungary,Bulgaria,Kiril Despodov,78,FALSE,TRUE
2023-11-16,Bulgaria,Hungary,Hungary,Aleks Petkov,90,TRUE,FALSE
2023-11-16,Cyprus,Spain,Spain,Lamine Yamal,5,FALSE,FALSE
2023-11-16,Cyprus,Spain,Spain,Mikel Oyarzabal,22,FALSE,FALSE
2023-11-16,Cyprus,Spain,Spain,Joselu,28,FALSE,FALSE
2023-11-16,Cyprus,Spain,Cyprus,Kostas Pileas,75,FALSE,FALSE
2023-11-16,Estonia,Austria,Austria,Konrad Laimer,25,FALSE,FALSE
2023-11-16,Estonia,Austria,Austria,Philipp Lienhart,39,FALSE,FALSE
2023-11-16,Georgia,Scotland,Georgia,Khvicha Kvaratskhelia,15,FALSE,FALSE
2023-11-16,Georgia,Scotland,Scotland,Scott McTominay,49,FALSE,FALSE
2023-11-16,Georgia,Scotland,Georgia,Khvicha Kvaratskhelia,57,FALSE,FALSE
2023-11-16,Georgia,Scotland,Scotland,Lawrence Shankland,90,FALSE,FALSE
2023-11-16,Liechtenstein,Portugal,Portugal,Cristiano Ronaldo,46,FALSE,FALSE
2023-11-16,Liechtenstein,Portugal,Portugal,João Cancelo,57,FALSE,FALSE
2023-11-16,Luxembourg,Bosnia and Herzegovina,Luxembourg,Mathias Olesen,6,FALSE,FALSE
2023-11-16,Luxembourg,Bosnia and Herzegovina,Luxembourg,Gerson Rodrigues,30,FALSE,TRUE
2023-11-16,Luxembourg,Bosnia and Herzegovina,Luxembourg,Nihad Mujakić,55,TRUE,FALSE
2023-11-16,Luxembourg,Bosnia and Herzegovina,Luxembourg,Gerson Rodrigues,90,FALSE,FALSE
2023-11-16,Luxembourg,Bosnia and Herzegovina,Bosnia and Herzegovina,Renato Gojković,90,FALSE,FALSE
2023-11-16,Montenegro,Lithuania,Montenegro,Edvin Kuč,3,FALSE,FALSE
2023-11-16,Montenegro,Lithuania,Montenegro,Stevan Jovetić,48,FALSE,FALSE
2023-11-16,Slovakia,Iceland,Iceland,Orri Óskarsson,17,FALSE,FALSE
2023-11-16,Slovakia,Iceland,Slovakia,Juraj Kucka,30,FALSE,FALSE
2023-11-16,Slovakia,Iceland,Slovakia,Ondrej Duda,36,FALSE,TRUE
2023-11-16,Slovakia,Iceland,Slovakia,Lukáš Haraslín,47,FALSE,FALSE
2023-11-16,Slovakia,Iceland,Slovakia,Lukáš Haraslín,55,FALSE,FALSE
2023-11-16,Slovakia,Iceland,Iceland,Andri Guðjohnsen,74,FALSE,FALSE
2023-11-17,Denmark,Slovenia,Denmark,Joakim Mæhle,26,FALSE,FALSE
2023-11-17,Denmark,Slovenia,Slovenia,Erik Janža,30,FALSE,FALSE
2023-11-17,Denmark,Slovenia,Denmark,Thomas Delaney,54,FALSE,FALSE
2023-11-17,England,Malta,England,Enrico Pepe,8,TRUE,FALSE
2023-11-17,England,Malta,England,Harry Kane,75,FALSE,FALSE
2023-11-17,Finland,Northern Ireland,Finland,Joel Pohjanpalo,42,FALSE,TRUE
2023-11-17,Finland,Northern Ireland,Finland,Daniel Håkans,48,FALSE,FALSE
2023-11-17,Finland,Northern Ireland,Finland,Teemu Pukki,74,FALSE,FALSE
2023-11-17,Finland,Northern Ireland,Finland,Robin Lod,88,FALSE,FALSE
2023-11-17,Italy,North Macedonia,Italy,Matteo Darmian,17,FALSE,FALSE
2023-11-17,Italy,North Macedonia,Italy,Federico Chiesa,41,FALSE,FALSE
2023-11-17,Italy,North Macedonia,Italy,Federico Chiesa,45,FALSE,FALSE
2023-11-17,Italy,North Macedonia,North Macedonia,Jani Atanasov,52,FALSE,FALSE
